Player,Action,Destination,Depth,Value
Union,Paratroop Drop,B,3,44.0
Confederacy,Paratroop Drop,Y,2,59.0
Union,Paratroop Drop,BA,3,17.0
Confederacy,Paratroop Drop,Y,2,59.0
Union,Paratroop Drop,BB,3,29.0
Confederacy,Paratroop Drop,Y,2,59.0
Union,Paratroop Drop,BC,3,83.0
Confederacy,Paratroop Drop,Y,2,83.0
Union,Paratroop Drop,BD,3,47.0
Confederacy,Paratroop Drop,Y,2,83.0
Union,Paratroop Drop,C,3,86.0
Confederacy,Paratroop Drop,Y,2,86.0
Union,Paratroop Drop,D,3,39.0
Confederacy,Paratroop Drop,Y,2,86.0
Union,Paratroop Drop,E,3,58.0
Confederacy,Paratroop Drop,Y,2,86.0
Union,Paratroop Drop,F,3,54.0
Confederacy,Paratroop Drop,Y,2,86.0
Union,Paratroop Drop,G,3,53.0
Confederacy,Paratroop Drop,Y,2,86.0
Union,Paratroop Drop,H,3,46.0
Confederacy,Paratroop Drop,Y,2,86.0
Union,Paratroop Drop,I,3,90.0
Confederacy,Paratroop Drop,Y,2,90.0
Union,Paratroop Drop,J,3,29.0
Confederacy,Paratroop Drop,Y,2,90.0
Union,Paratroop Drop,K,3,97.0
Confederacy,Paratroop Drop,Y,2,97.0
Union,Paratroop Drop,L,3,101.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,M,3,8.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,N,3,53.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,O,3,47.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,P,3,65.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,Q,3,59.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,R,3,60.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,S,3,20.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,T,3,85.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,U,3,71.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,V,3,57.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,W,3,33.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,X,3,93.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,Z,3,34.0
Confederacy,Paratroop Drop,Y,2,101.0
Union,Paratroop Drop,AD,1,5.0
Confederacy,Paratroop Drop,Z,2,-Infinity
Union,Force March,AA,3,3.0
Confederacy,Paratroop Drop,Z,2,3.0
Union,Force March,AB,3,-21.0
Confederacy,Paratroop Drop,Z,2,3.0
Union,Paratroop Drop,A,3,29.0
Confederacy,Paratroop Drop,Z,2,29.0
Union,Paratroop Drop,AA,3,3.0
Confederacy,Paratroop Drop,Z,2,29.0
Union,Paratroop Drop,AB,3,-21.0
Confederacy,Paratroop Drop,Z,2,29.0
Union,Paratroop Drop,AC,3,34.0
Confederacy,Paratroop Drop,Z,2,34.0
Union,Paratroop Drop,B,3,19.0
Confederacy,Paratroop Drop,Z,2,34.0
Union,Paratroop Drop,BA,3,-8.0
Confederacy,Paratroop Drop,Z,2,34.0
Union,Paratroop Drop,BB,3,4.0
Confederacy,Paratroop Drop,Z,2,34.0
Union,Paratroop Drop,BC,3,58.0
Confederacy,Paratroop Drop,Z,2,58.0
Union,Paratroop Drop,BD,3,22.0
Confederacy,Paratroop Drop,Z,2,58.0
Union,Paratroop Drop,C,3,61.0
Confederacy,Paratroop Drop,Z,2,61.0
Union,Paratroop Drop,D,3,14.0
Confederacy,Paratroop Drop,Z,2,61.0
Union,Paratroop Drop,E,3,33.0
Confederacy,Paratroop Drop,Z,2,61.0
Union,Paratroop Drop,F,3,29.0
Confederacy,Paratroop Drop,Z,2,61.0
Union,Paratroop Drop,G,3,28.0
Confederacy,Paratroop Drop,Z,2,61.0
Union,Paratroop Drop,H,3,21.0
Confederacy,Paratroop Drop,Z,2,61.0
Union,Paratroop Drop,I,3,65.0
Confederacy,Paratroop Drop,Z,2,65.0
Union,Paratroop Drop,J,3,4.0
Confederacy,Paratroop Drop,Z,2,65.0
Union,Paratroop Drop,K,3,72.0
Confederacy,Paratroop Drop,Z,2,72.0
Union,Paratroop Drop,L,3,76.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,M,3,-17.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,N,3,28.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,O,3,22.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,P,3,40.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,Q,3,34.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,R,3,35.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,S,3,-5.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,T,3,60.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,U,3,46.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,V,3,32.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,W,3,8.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,X,3,68.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,Y,3,-16.0
Confederacy,Paratroop Drop,Z,2,76.0
Union,Paratroop Drop,AD,1,5.0
N/A,N/A,N/A,0,55.0
Union,Paratroop Drop,B,1,Infinity
Confederacy,Paratroop Drop,A,2,-Infinity
Union,Force March,F,3,41.0
Confederacy,Paratroop Drop,A,2,41.0
Union,Force March,G,3,40.0
Confederacy,Paratroop Drop,A,2,41.0
Union,Force March,P,3,52.0
Confederacy,Paratroop Drop,A,2,52.0
Union,Force March,U,3,58.0
Confederacy,Paratroop Drop,A,2,58.0
Union,Paratroop Drop,AA,3,15.0
Confederacy,Paratroop Drop,A,2,58.0
Union,Paratroop Drop,AB,3,-9.0
Confederacy,Paratroop Drop,A,2,58.0
Union,Paratroop Drop,AC,3,46.0
Confederacy,Paratroop Drop,A,2,58.0
Union,Paratroop Drop,AD,3,-1.0
Confederacy,Paratroop Drop,A,2,58.0
Union,Paratroop Drop,BA,3,4.0
Confederacy,Paratroop Drop,A,2,58.0
Union,Paratroop Drop,BB,3,16.0
Confederacy,Paratroop Drop,A,2,58.0
Union,Paratroop Drop,BC,3,70.0
Confederacy,Paratroop Drop,A,2,70.0
Union,Paratroop Drop,BD,3,34.0
Confederacy,Paratroop Drop,A,2,70.0
Union,Paratroop Drop,C,3,73.0
Confederacy,Paratroop Drop,A,2,73.0
Union,Paratroop Drop,D,3,26.0
Confederacy,Paratroop Drop,A,2,73.0
Union,Paratroop Drop,E,3,45.0
Confederacy,Paratroop Drop,A,2,73.0
Union,Paratroop Drop,F,3,41.0
Confederacy,Paratroop Drop,A,2,73.0
Union,Paratroop Drop,G,3,40.0
Confederacy,Paratroop Drop,A,2,73.0
Union,Paratroop Drop,H,3,33.0
Confederacy,Paratroop Drop,A,2,73.0
Union,Paratroop Drop,I,3,77.0
Confederacy,Paratroop Drop,A,2,77.0
Union,Paratroop Drop,J,3,16.0
Confederacy,Paratroop Drop,A,2,77.0
Union,Paratroop Drop,K,3,84.0
Confederacy,Paratroop Drop,A,2,84.0
Union,Paratroop Drop,L,3,88.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,M,3,-5.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,N,3,40.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,O,3,34.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,P,3,52.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,Q,3,46.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,R,3,47.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,S,3,7.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,T,3,72.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,U,3,58.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,V,3,44.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,W,3,20.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,X,3,80.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,Y,3,-4.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,Z,3,21.0
Confederacy,Paratroop Drop,A,2,88.0
Union,Paratroop Drop,B,1,88.0
Confederacy,Paratroop Drop,AA,2,-Infinity
Union,Force March,F,3,67.0
Confederacy,Paratroop Drop,AA,2,67.0
Union,Force March,G,3,66.0
Confederacy,Paratroop Drop,AA,2,67.0
Union,Force March,P,3,78.0
Confederacy,Paratroop Drop,AA,2,78.0
Union,Force March,U,3,84.0
Confederacy,Paratroop Drop,AA,2,84.0
Union,Paratroop Drop,A,3,67.0
Confederacy,Paratroop Drop,AA,2,84.0
Union,Paratroop Drop,AB,3,17.0
Confederacy,Paratroop Drop,AA,2,84.0
Union,Paratroop Drop,AC,3,72.0
Confederacy,Paratroop Drop,AA,2,84.0
Union,Paratroop Drop,AD,3,25.0
Confederacy,Paratroop Drop,AA,2,84.0
Union,Paratroop Drop,BA,3,30.0
Confederacy,Paratroop Drop,AA,2,84.0
Union,Paratroop Drop,BB,3,42.0
Confederacy,Paratroop Drop,AA,2,84.0
Union,Paratroop Drop,BC,3,96.0
Confederacy,Paratroop Drop,AA,2,96.0
Union,Paratroop Drop,BD,3,60.0
Confederacy,Paratroop Drop,AA,2,96.0
Union,Paratroop Drop,C,3,99.0
Confederacy,Paratroop Drop,AA,2,99.0
Union,Paratroop Drop,D,3,52.0
Confederacy,Paratroop Drop,AA,2,99.0
Union,Paratroop Drop,E,3,71.0
Confederacy,Paratroop Drop,AA,2,99.0
Union,Paratroop Drop,F,3,67.0
Confederacy,Paratroop Drop,AA,2,99.0
Union,Paratroop Drop,G,3,66.0
Confederacy,Paratroop Drop,AA,2,99.0
Union,Paratroop Drop,H,3,59.0
Confederacy,Paratroop Drop,AA,2,99.0
Union,Paratroop Drop,I,3,103.0
Confederacy,Paratroop Drop,AA,2,103.0
Union,Paratroop Drop,J,3,42.0
Confederacy,Paratroop Drop,AA,2,103.0
Union,Paratroop Drop,K,3,110.0
Confederacy,Paratroop Drop,AA,2,110.0
Union,Paratroop Drop,L,3,114.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,M,3,21.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,N,3,66.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,O,3,60.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,P,3,78.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,Q,3,72.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,R,3,73.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,S,3,33.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,T,3,98.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,U,3,84.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,V,3,70.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,W,3,46.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,X,3,106.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,Y,3,22.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,Z,3,47.0
Confederacy,Paratroop Drop,AA,2,114.0
Union,Paratroop Drop,B,1,88.0
Confederacy,Paratroop Drop,AB,2,-Infinity
Union,Force March,F,3,91.0
Confederacy,Paratroop Drop,AB,2,91.0
Union,Force March,G,3,90.0
Confederacy,Paratroop Drop,AB,2,91.0
Union,Force March,P,3,102.0
Confederacy,Paratroop Drop,AB,2,102.0
Union,Force March,U,3,108.0
Confederacy,Paratroop Drop,AB,2,108.0
Union,Paratroop Drop,A,3,91.0
Confederacy,Paratroop Drop,AB,2,108.0
Union,Paratroop Drop,AA,3,65.0
Confederacy,Paratroop Drop,AB,2,108.0
Union,Paratroop Drop,AC,3,96.0
Confederacy,Paratroop Drop,AB,2,108.0
Union,Paratroop Drop,AD,3,49.0
Confederacy,Paratroop Drop,AB,2,108.0
Union,Paratroop Drop,BA,3,54.0
Confederacy,Paratroop Drop,AB,2,108.0
Union,Paratroop Drop,BB,3,66.0
Confederacy,Paratroop Drop,AB,2,108.0
Union,Paratroop Drop,BC,3,120.0
Confederacy,Paratroop Drop,AB,2,120.0
Union,Paratroop Drop,BD,3,84.0
Confederacy,Paratroop Drop,AB,2,120.0
Union,Paratroop Drop,C,3,123.0
Confederacy,Paratroop Drop,AB,2,123.0
Union,Paratroop Drop,D,3,76.0
Confederacy,Paratroop Drop,AB,2,123.0
Union,Paratroop Drop,E,3,95.0
Confederacy,Paratroop Drop,AB,2,123.0
Union,Paratroop Drop,F,3,91.0
Confederacy,Paratroop Drop,AB,2,123.0
Union,Paratroop Drop,G,3,90.0
Confederacy,Paratroop Drop,AB,2,123.0
Union,Paratroop Drop,H,3,83.0
Confederacy,Paratroop Drop,AB,2,123.0
Union,Paratroop Drop,I,3,127.0
Confederacy,Paratroop Drop,AB,2,127.0
Union,Paratroop Drop,J,3,66.0
Confederacy,Paratroop Drop,AB,2,127.0
Union,Paratroop Drop,K,3,134.0
Confederacy,Paratroop Drop,AB,2,134.0
Union,Paratroop Drop,L,3,138.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,M,3,45.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,N,3,90.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,O,3,84.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,P,3,102.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,Q,3,96.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,R,3,97.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,S,3,57.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,T,3,122.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,U,3,108.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,V,3,94.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,W,3,70.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,X,3,130.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,Y,3,46.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,Z,3,71.0
Confederacy,Paratroop Drop,AB,2,138.0
Union,Paratroop Drop,B,1,88.0
Confederacy,Paratroop Drop,AC,2,-Infinity
Union,Force March,F,3,36.0
Confederacy,Paratroop Drop,AC,2,36.0
Union,Force March,G,3,35.0
Confederacy,Paratroop Drop,AC,2,36.0
Union,Force March,P,3,47.0
Confederacy,Paratroop Drop,AC,2,47.0
Union,Force March,U,3,53.0
Confederacy,Paratroop Drop,AC,2,53.0
Union,Paratroop Drop,A,3,36.0
Confederacy,Paratroop Drop,AC,2,53.0
Union,Paratroop Drop,AA,3,10.0
Confederacy,Paratroop Drop,AC,2,53.0
Union,Paratroop Drop,AB,3,-14.0
Confederacy,Paratroop Drop,AC,2,53.0
Union,Paratroop Drop,AD,3,-6.0
Confederacy,Paratroop Drop,AC,2,53.0
Union,Paratroop Drop,BA,3,-1.0
Confederacy,Paratroop Drop,AC,2,53.0
Union,Paratroop Drop,BB,3,11.0
Confederacy,Paratroop Drop,AC,2,53.0
Union,Paratroop Drop,BC,3,65.0
Confederacy,Paratroop Drop,AC,2,65.0
Union,Paratroop Drop,BD,3,29.0
Confederacy,Paratroop Drop,AC,2,65.0
Union,Paratroop Drop,C,3,68.0
Confederacy,Paratroop Drop,AC,2,68.0
Union,Paratroop Drop,D,3,21.0
Confederacy,Paratroop Drop,AC,2,68.0
Union,Paratroop Drop,E,3,40.0
Confederacy,Paratroop Drop,AC,2,68.0
Union,Paratroop Drop,F,3,36.0
Confederacy,Paratroop Drop,AC,2,68.0
Union,Paratroop Drop,G,3,35.0
Confederacy,Paratroop Drop,AC,2,68.0
Union,Paratroop Drop,H,3,28.0
Confederacy,Paratroop Drop,AC,2,68.0
Union,Paratroop Drop,I,3,72.0
Confederacy,Paratroop Drop,AC,2,72.0
Union,Paratroop Drop,J,3,11.0
Confederacy,Paratroop Drop,AC,2,72.0
Union,Paratroop Drop,K,3,79.0
Confederacy,Paratroop Drop,AC,2,79.0
Union,Paratroop Drop,L,3,83.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,M,3,-10.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,N,3,35.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,O,3,29.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,P,3,47.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,Q,3,41.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,R,3,42.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,S,3,2.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,T,3,67.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,U,3,53.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,V,3,39.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,W,3,15.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,X,3,75.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,Y,3,-9.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,Z,3,16.0
Confederacy,Paratroop Drop,AC,2,83.0
Union,Paratroop Drop,B,1,83.0
Confederacy,Paratroop Drop,AD,2,-Infinity
Union,Force March,F,3,83.0
Confederacy,Paratroop Drop,AD,2,83.0
Union,Force March,G,3,82.0
Confederacy,Paratroop Drop,AD,2,83.0
Union,Force March,P,3,94.0
Confederacy,Paratroop Drop,AD,2,94.0
Union,Force March,U,3,100.0
Confederacy,Paratroop Drop,AD,2,100.0
Union,Paratroop Drop,A,3,83.0
Confederacy,Paratroop Drop,AD,2,100.0
Union,Paratroop Drop,AA,3,57.0
Confederacy,Paratroop Drop,AD,2,100.0
Union,Paratroop Drop,AB,3,33.0
Confederacy,Paratroop Drop,AD,2,100.0
Union,Paratroop Drop,AC,3,88.0
Confederacy,Paratroop Drop,AD,2,100.0
Union,Paratroop Drop,BA,3,46.0
Confederacy,Paratroop Drop,AD,2,100.0
Union,Paratroop Drop,BB,3,58.0
Confederacy,Paratroop Drop,AD,2,100.0
Union,Paratroop Drop,BC,3,112.0
Confederacy,Paratroop Drop,AD,2,112.0
Union,Paratroop Drop,BD,3,76.0
Confederacy,Paratroop Drop,AD,2,112.0
Union,Paratroop Drop,C,3,115.0
Confederacy,Paratroop Drop,AD,2,115.0
Union,Paratroop Drop,D,3,68.0
Confederacy,Paratroop Drop,AD,2,115.0
Union,Paratroop Drop,E,3,87.0
Confederacy,Paratroop Drop,AD,2,115.0
Union,Paratroop Drop,F,3,83.0
Confederacy,Paratroop Drop,AD,2,115.0
Union,Paratroop Drop,G,3,82.0
Confederacy,Paratroop Drop,AD,2,115.0
Union,Paratroop Drop,H,3,75.0
Confederacy,Paratroop Drop,AD,2,115.0
Union,Paratroop Drop,I,3,119.0
Confederacy,Paratroop Drop,AD,2,119.0
Union,Paratroop Drop,J,3,58.0
Confederacy,Paratroop Drop,AD,2,119.0
Union,Paratroop Drop,K,3,126.0
Confederacy,Paratroop Drop,AD,2,126.0
Union,Paratroop Drop,L,3,130.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,M,3,37.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,N,3,82.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,O,3,76.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,P,3,94.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,Q,3,88.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,R,3,89.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,S,3,49.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,T,3,114.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,U,3,100.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,V,3,86.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,W,3,62.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,X,3,122.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,Y,3,38.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,Z,3,63.0
Confederacy,Paratroop Drop,AD,2,130.0
Union,Paratroop Drop,B,1,83.0
Confederacy,Paratroop Drop,BA,2,-Infinity
Union,Force March,F,3,78.0
Confederacy,Paratroop Drop,BA,2,78.0
Union,Force March,G,3,77.0
Confederacy,Paratroop Drop,BA,2,78.0
Union,Force March,P,3,89.0
Confederacy,Paratroop Drop,BA,2,89.0
Union,Force March,U,3,95.0
Confederacy,Paratroop Drop,BA,2,95.0
Union,Paratroop Drop,A,3,78.0
Confederacy,Paratroop Drop,BA,2,95.0
Union,Paratroop Drop,AA,3,52.0
Confederacy,Paratroop Drop,BA,2,95.0
Union,Paratroop Drop,AB,3,28.0
Confederacy,Paratroop Drop,BA,2,95.0
Union,Paratroop Drop,AC,3,83.0
Confederacy,Paratroop Drop,BA,2,95.0
Union,Paratroop Drop,AD,3,36.0
Confederacy,Paratroop Drop,BA,2,95.0
Union,Paratroop Drop,BB,3,53.0
Confederacy,Paratroop Drop,BA,2,95.0
Union,Paratroop Drop,BC,3,107.0
Confederacy,Paratroop Drop,BA,2,107.0
Union,Paratroop Drop,BD,3,71.0
Confederacy,Paratroop Drop,BA,2,107.0
Union,Paratroop Drop,C,3,110.0
Confederacy,Paratroop Drop,BA,2,110.0
Union,Paratroop Drop,D,3,63.0
Confederacy,Paratroop Drop,BA,2,110.0
Union,Paratroop Drop,E,3,82.0
Confederacy,Paratroop Drop,BA,2,110.0
Union,Paratroop Drop,F,3,78.0
Confederacy,Paratroop Drop,BA,2,110.0
Union,Paratroop Drop,G,3,77.0
Confederacy,Paratroop Drop,BA,2,110.0
Union,Paratroop Drop,H,3,70.0
Confederacy,Paratroop Drop,BA,2,110.0
Union,Paratroop Drop,I,3,114.0
Confederacy,Paratroop Drop,BA,2,114.0
Union,Paratroop Drop,J,3,53.0
Confederacy,Paratroop Drop,BA,2,114.0
Union,Paratroop Drop,K,3,121.0
Confederacy,Paratroop Drop,BA,2,121.0
Union,Paratroop Drop,L,3,125.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,M,3,32.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,N,3,77.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,O,3,71.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,P,3,89.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,Q,3,83.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,R,3,84.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,S,3,44.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,T,3,109.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,U,3,95.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,V,3,81.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,W,3,57.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,X,3,117.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,Y,3,33.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,Z,3,58.0
Confederacy,Paratroop Drop,BA,2,125.0
Union,Paratroop Drop,B,1,83.0
Confederacy,Paratroop Drop,BB,2,-Infinity
Union,Force March,F,3,66.0
Confederacy,Paratroop Drop,BB,2,66.0
Union,Force March,G,3,65.0
Confederacy,Paratroop Drop,BB,2,66.0
Union,Force March,P,3,77.0
Confederacy,Paratroop Drop,BB,2,77.0
Union,Force March,U,3,83.0
Confederacy,Paratroop Drop,BB,2,83.0
Union,Paratroop Drop,A,3,66.0
Confederacy,Paratroop Drop,BB,2,83.0
Union,Paratroop Drop,AA,3,40.0
Confederacy,Paratroop Drop,BB,2,83.0
Union,Paratroop Drop,AB,3,16.0
Confederacy,Paratroop Drop,BB,2,83.0
Union,Paratroop Drop,AC,3,71.0
Confederacy,Paratroop Drop,BB,2,83.0
Union,Paratroop Drop,AD,3,24.0
Confederacy,Paratroop Drop,BB,2,83.0
Union,Paratroop Drop,BA,3,29.0
Confederacy,Paratroop Drop,BB,2,83.0
Union,Paratroop Drop,BC,3,95.0
Confederacy,Paratroop Drop,BB,2,95.0
Union,Paratroop Drop,BD,3,59.0
Confederacy,Paratroop Drop,BB,2,95.0
Union,Paratroop Drop,C,3,98.0
Confederacy,Paratroop Drop,BB,2,98.0
Union,Paratroop Drop,D,3,51.0
Confederacy,Paratroop Drop,BB,2,98.0
Union,Paratroop Drop,E,3,70.0
Confederacy,Paratroop Drop,BB,2,98.0
Union,Paratroop Drop,F,3,66.0
Confederacy,Paratroop Drop,BB,2,98.0
Union,Paratroop Drop,G,3,65.0
Confederacy,Paratroop Drop,BB,2,98.0
Union,Paratroop Drop,H,3,58.0
Confederacy,Paratroop Drop,BB,2,98.0
Union,Paratroop Drop,I,3,102.0
Confederacy,Paratroop Drop,BB,2,102.0
Union,Paratroop Drop,J,3,41.0
Confederacy,Paratroop Drop,BB,2,102.0
Union,Paratroop Drop,K,3,109.0
Confederacy,Paratroop Drop,BB,2,109.0
Union,Paratroop Drop,L,3,113.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,M,3,20.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,N,3,65.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,O,3,59.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,P,3,77.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,Q,3,71.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,R,3,72.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,S,3,32.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,T,3,97.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,U,3,83.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,V,3,69.0
Confederacy,Paratroop Drop,BB,2,113.0
Union,Paratroop Drop,W,3,45.0
