Player,Action,Destination,Depth,Value
Union,Force March,B,5,3.0
Confederacy,Force March,M,4,3.0
Union,Force March,L,5,10.0
Confederacy,Force March,M,4,10.0
Union,Paratroop Drop,B,5,-11.0
Confederacy,Force March,M,4,10.0
Union,Paratroop Drop,E,5,-9.0
Confederacy,Force March,M,4,10.0
Union,Paratroop Drop,G,5,-7.0
Confederacy,Force March,M,4,10.0
Union,Paratroop Drop,L,5,-10.0
Confederacy,Force March,M,4,10.0
Union,Paratroop Drop,A,3,-13.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,L,5,-6.0
Confederacy,Paratroop Drop,B,4,-6.0
Union,Paratroop Drop,E,5,-5.0
Confederacy,Paratroop Drop,B,4,-5.0
Union,Paratroop Drop,G,5,-3.0
Confederacy,Paratroop Drop,B,4,-3.0
Union,Paratroop Drop,L,5,-6.0
Confederacy,Paratroop Drop,B,4,-3.0
Union,Paratroop Drop,M,5,-3.0
Confederacy,Paratroop Drop,B,4,-3.0
Union,Paratroop Drop,A,3,-13.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,B,5,5.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Force March,L,5,-8.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,B,5,-9.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,G,5,-5.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,L,5,-8.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,M,5,-5.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,A,3,-13.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,B,5,3.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Force March,L,5,-10.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,B,5,-11.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,E,5,-9.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,L,5,-10.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,M,5,-7.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,A,3,-13.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,B,5,6.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,B,5,-8.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,E,5,-6.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,G,5,-4.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,M,5,-4.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,A,3,-13.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,B,5,3.0
Confederacy,Paratroop Drop,M,4,3.0
Union,Force March,L,5,10.0
Confederacy,Paratroop Drop,M,4,10.0
Union,Paratroop Drop,B,5,-11.0
Confederacy,Paratroop Drop,M,4,10.0
Union,Paratroop Drop,E,5,-9.0
Confederacy,Paratroop Drop,M,4,10.0
Union,Paratroop Drop,G,5,-7.0
Confederacy,Paratroop Drop,M,4,10.0
Union,Paratroop Drop,L,5,-10.0
Confederacy,Paratroop Drop,M,4,10.0
Union,Paratroop Drop,A,3,-13.0
Confederacy,Paratroop Drop,N,2,-13.0
Union,Paratroop Drop,B,3,Infinity
Confederacy,Force March,A,4,-Infinity
Union,Force March,L,5,-16.0
Confederacy,Force March,A,4,-16.0
Union,Paratroop Drop,E,5,-15.0
Confederacy,Force March,A,4,-15.0
Union,Paratroop Drop,G,5,-13.0
Confederacy,Force March,A,4,-13.0
Union,Paratroop Drop,L,5,-16.0
Confederacy,Force March,A,4,-13.0
Union,Paratroop Drop,M,5,-13.0
Confederacy,Force March,A,4,-13.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,A,5,5.0
Confederacy,Force March,E,4,5.0
Union,Force March,L,5,-7.0
Confederacy,Force March,E,4,5.0
Union,Paratroop Drop,A,5,-9.0
Confederacy,Force March,E,4,5.0
Union,Paratroop Drop,G,5,-4.0
Confederacy,Force March,E,4,5.0
Union,Paratroop Drop,L,5,-7.0
Confederacy,Force March,E,4,5.0
Union,Paratroop Drop,M,5,-4.0
Confederacy,Force March,E,4,5.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Force March,M,4,-Infinity
Union,Force March,A,5,3.0
Confederacy,Force March,M,4,3.0
Union,Force March,L,5,11.0
Confederacy,Force March,M,4,11.0
Union,Paratroop Drop,A,5,-11.0
Confederacy,Force March,M,4,11.0
Union,Paratroop Drop,E,5,-8.0
Confederacy,Force March,M,4,11.0
Union,Paratroop Drop,G,5,-6.0
Confederacy,Force March,M,4,11.0
Union,Paratroop Drop,L,5,-9.0
Confederacy,Force March,M,4,11.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Paratroop Drop,A,4,-Infinity
Union,Force March,L,5,-4.0
Confederacy,Paratroop Drop,A,4,-4.0
Union,Paratroop Drop,E,5,-3.0
Confederacy,Paratroop Drop,A,4,-3.0
Union,Paratroop Drop,G,5,-1.0
Confederacy,Paratroop Drop,A,4,-1.0
Union,Paratroop Drop,L,5,-4.0
Confederacy,Paratroop Drop,A,4,-1.0
Union,Paratroop Drop,M,5,-1.0
Confederacy,Paratroop Drop,A,4,-1.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,A,5,5.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Force March,L,5,-7.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,A,5,-9.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,G,5,-4.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,L,5,-7.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,M,5,-4.0
Confederacy,Paratroop Drop,E,4,5.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,A,5,3.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Force March,L,5,-9.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,A,5,-11.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,E,5,-8.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,L,5,-9.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,M,5,-6.0
Confederacy,Paratroop Drop,G,4,3.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,A,5,6.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,A,5,-8.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,E,5,-5.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,G,5,-3.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,M,5,-3.0
Confederacy,Paratroop Drop,L,4,6.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,A,5,3.0
Confederacy,Paratroop Drop,M,4,3.0
Union,Force March,L,5,11.0
Confederacy,Paratroop Drop,M,4,11.0
Union,Paratroop Drop,A,5,-11.0
Confederacy,Paratroop Drop,M,4,11.0
Union,Paratroop Drop,E,5,-8.0
Confederacy,Paratroop Drop,M,4,11.0
Union,Paratroop Drop,G,5,-6.0
Confederacy,Paratroop Drop,M,4,11.0
Union,Paratroop Drop,L,5,-9.0
Confederacy,Paratroop Drop,M,4,11.0
Union,Paratroop Drop,B,3,-13.0
Confederacy,Paratroop Drop,N,2,-13.0
Union,Paratroop Drop,E,3,Infinity
Confederacy,Force March,A,4,-Infinity
Union,Force March,G,5,1.0
Confederacy,Force March,A,4,1.0
Union,Force March,L,5,-2.0
Confederacy,Force March,A,4,1.0
Union,Paratroop Drop,B,5,-3.0
Confederacy,Force March,A,4,1.0
Union,Paratroop Drop,G,5,1.0
Confederacy,Force March,A,4,1.0
Union,Paratroop Drop,L,5,-2.0
Confederacy,Force March,A,4,1.0
Union,Paratroop Drop,M,5,1.0
Confederacy,Force March,A,4,1.0
Union,Paratroop Drop,E,3,1.0
Confederacy,Force March,B,4,-Infinity
Union,Force March,G,5,0.0
Confederacy,Force March,B,4,0.0
Union,Force March,L,5,-3.0
Confederacy,Force March,B,4,0.0
Union,Paratroop Drop,A,5,-5.0
Confederacy,Force March,B,4,0.0
Union,Paratroop Drop,G,5,0.0
Confederacy,Force March,B,4,0.0
Union,Paratroop Drop,L,5,-3.0
Confederacy,Force March,B,4,0.0
Union,Paratroop Drop,M,5,0.0
Confederacy,Force March,B,4,0.0
Union,Paratroop Drop,E,3,0.0
Confederacy,Force March,M,4,-Infinity
Union,Force March,G,5,-4.0
Confederacy,Force March,M,4,-4.0
Union,Force March,L,5,13.0
Confederacy,Force March,M,4,13.0
Union,Paratroop Drop,A,5,-9.0
Confederacy,Force March,M,4,13.0
Union,Paratroop Drop,B,5,-8.0
Confederacy,Force March,M,4,13.0
Union,Paratroop Drop,G,5,-4.0
Confederacy,Force March,M,4,13.0
Union,Paratroop Drop,L,5,-7.0
Confederacy,Force March,M,4,13.0
Union,Paratroop Drop,E,3,0.0
Confederacy,Paratroop Drop,A,4,-Infinity
Union,Force March,G,5,1.0
Confederacy,Paratroop Drop,A,4,1.0
Union,Force March,L,5,-2.0
Confederacy,Paratroop Drop,A,4,1.0
Union,Paratroop Drop,B,5,-3.0
Confederacy,Paratroop Drop,A,4,1.0
Union,Paratroop Drop,G,5,1.0
Confederacy,Paratroop Drop,A,4,1.0
Union,Paratroop Drop,L,5,-2.0
Confederacy,Paratroop Drop,A,4,1.0
Union,Paratroop Drop,M,5,1.0
Confederacy,Paratroop Drop,A,4,1.0
Union,Paratroop Drop,E,3,0.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,G,5,0.0
Confederacy,Paratroop Drop,B,4,0.0
Union,Force March,L,5,-3.0
Confederacy,Paratroop Drop,B,4,0.0
Union,Paratroop Drop,A,5,-5.0
Confederacy,Paratroop Drop,B,4,0.0
Union,Paratroop Drop,G,5,0.0
Confederacy,Paratroop Drop,B,4,0.0
Union,Paratroop Drop,L,5,-3.0
Confederacy,Paratroop Drop,B,4,0.0
Union,Paratroop Drop,M,5,0.0
Confederacy,Paratroop Drop,B,4,0.0
Union,Paratroop Drop,E,3,0.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,L,5,-7.0
Confederacy,Paratroop Drop,G,4,-7.0
Union,Paratroop Drop,A,5,-9.0
Confederacy,Paratroop Drop,G,4,-7.0
Union,Paratroop Drop,B,5,-8.0
Confederacy,Paratroop Drop,G,4,-7.0
Union,Paratroop Drop,L,5,-7.0
Confederacy,Paratroop Drop,G,4,-7.0
Union,Paratroop Drop,M,5,-4.0
Confederacy,Paratroop Drop,G,4,-4.0
Union,Paratroop Drop,E,3,-4.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,G,5,-1.0
Confederacy,Paratroop Drop,L,4,-1.0
Union,Paratroop Drop,A,5,-6.0
Confederacy,Paratroop Drop,L,4,-1.0
Union,Paratroop Drop,B,5,-5.0
Confederacy,Paratroop Drop,L,4,-1.0
Union,Paratroop Drop,G,5,-1.0
Confederacy,Paratroop Drop,L,4,-1.0
Union,Paratroop Drop,M,5,-1.0
Confederacy,Paratroop Drop,L,4,-1.0
Union,Paratroop Drop,E,3,-4.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,G,5,-4.0
Confederacy,Paratroop Drop,M,4,-4.0
Union,Force March,L,5,13.0
Confederacy,Paratroop Drop,M,4,13.0
Union,Paratroop Drop,A,5,-9.0
Confederacy,Paratroop Drop,M,4,13.0
Union,Paratroop Drop,B,5,-8.0
Confederacy,Paratroop Drop,M,4,13.0
Union,Paratroop Drop,G,5,-4.0
Confederacy,Paratroop Drop,M,4,13.0
Union,Paratroop Drop,L,5,-7.0
Confederacy,Paratroop Drop,M,4,13.0
Union,Paratroop Drop,E,3,-4.0
Confederacy,Paratroop Drop,N,2,-4.0
Union,Paratroop Drop,G,3,Infinity
Confederacy,Force March,A,4,-Infinity
Union,Force March,E,5,17.0
Confederacy,Force March,A,4,17.0
Union,Force March,L,5,0.0
Confederacy,Force March,A,4,17.0
Union,Paratroop Drop,B,5,-1.0
Confederacy,Force March,A,4,17.0
Union,Paratroop Drop,E,5,1.0
Confederacy,Force March,A,4,17.0
Union,Paratroop Drop,L,5,0.0
Confederacy,Force March,A,4,17.0
Union,Paratroop Drop,M,5,3.0
Confederacy,Force March,A,4,17.0
Union,Paratroop Drop,G,3,17.0
Confederacy,Force March,B,4,-Infinity
Union,Force March,E,5,16.0
Confederacy,Force March,B,4,16.0
Union,Force March,L,5,-1.0
Confederacy,Force March,B,4,16.0
Union,Paratroop Drop,A,5,-3.0
Confederacy,Force March,B,4,16.0
Union,Paratroop Drop,E,5,0.0
Confederacy,Force March,B,4,16.0
Union,Paratroop Drop,L,5,-1.0
Confederacy,Force March,B,4,16.0
Union,Paratroop Drop,M,5,2.0
Confederacy,Force March,B,4,16.0
Union,Paratroop Drop,G,3,16.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,-23.0
Confederacy,Force March,E,4,-23.0
Union,Paratroop Drop,A,5,-25.0
Confederacy,Force March,E,4,-23.0
Union,Paratroop Drop,B,5,-24.0
Confederacy,Force March,E,4,-23.0
Union,Paratroop Drop,L,5,-23.0
Confederacy,Force March,E,4,-23.0
Union,Paratroop Drop,M,5,-20.0
Confederacy,Force March,E,4,-20.0
Union,Paratroop Drop,G,3,-20.0
Confederacy,Force March,M,4,-Infinity
Union,Force March,E,5,12.0
Confederacy,Force March,M,4,12.0
Union,Force March,L,5,15.0
Confederacy,Force March,M,4,15.0
Union,Paratroop Drop,A,5,-7.0
Confederacy,Force March,M,4,15.0
Union,Paratroop Drop,B,5,-6.0
Confederacy,Force March,M,4,15.0
Union,Paratroop Drop,E,5,-4.0
Confederacy,Force March,M,4,15.0
Union,Paratroop Drop,L,5,-5.0
Confederacy,Force March,M,4,15.0
Union,Paratroop Drop,G,3,-20.0
Confederacy,Paratroop Drop,A,4,-Infinity
Union,Force March,E,5,17.0
Confederacy,Paratroop Drop,A,4,17.0
Union,Force March,L,5,0.0
Confederacy,Paratroop Drop,A,4,17.0
Union,Paratroop Drop,B,5,-1.0
Confederacy,Paratroop Drop,A,4,17.0
Union,Paratroop Drop,E,5,1.0
Confederacy,Paratroop Drop,A,4,17.0
Union,Paratroop Drop,L,5,0.0
Confederacy,Paratroop Drop,A,4,17.0
Union,Paratroop Drop,M,5,3.0
Confederacy,Paratroop Drop,A,4,17.0
Union,Paratroop Drop,G,3,-20.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,E,5,16.0
Confederacy,Paratroop Drop,B,4,16.0
Union,Force March,L,5,-1.0
Confederacy,Paratroop Drop,B,4,16.0
Union,Paratroop Drop,A,5,-3.0
Confederacy,Paratroop Drop,B,4,16.0
Union,Paratroop Drop,E,5,0.0
Confederacy,Paratroop Drop,B,4,16.0
Union,Paratroop Drop,L,5,-1.0
Confederacy,Paratroop Drop,B,4,16.0
Union,Paratroop Drop,M,5,2.0
Confederacy,Paratroop Drop,B,4,16.0
Union,Paratroop Drop,G,3,-20.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,L,5,-3.0
Confederacy,Paratroop Drop,E,4,-3.0
Union,Paratroop Drop,A,5,-5.0
Confederacy,Paratroop Drop,E,4,-3.0
Union,Paratroop Drop,B,5,-4.0
Confederacy,Paratroop Drop,E,4,-3.0
Union,Paratroop Drop,L,5,-3.0
Confederacy,Paratroop Drop,E,4,-3.0
Union,Paratroop Drop,M,5,0.0
Confederacy,Paratroop Drop,E,4,0.0
Union,Paratroop Drop,G,3,-20.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Force March,E,5,15.0
Confederacy,Paratroop Drop,L,4,15.0
Union,Paratroop Drop,A,5,-4.0
Confederacy,Paratroop Drop,L,4,15.0
Union,Paratroop Drop,B,5,-3.0
Confederacy,Paratroop Drop,L,4,15.0
Union,Paratroop Drop,E,5,-1.0
Confederacy,Paratroop Drop,L,4,15.0
Union,Paratroop Drop,M,5,1.0
Confederacy,Paratroop Drop,L,4,15.0
Union,Paratroop Drop,G,3,-20.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Force March,E,5,12.0
Confederacy,Paratroop Drop,M,4,12.0
Union,Force March,L,5,15.0
Confederacy,Paratroop Drop,M,4,15.0
Union,Paratroop Drop,A,5,-7.0
Confederacy,Paratroop Drop,M,4,15.0
Union,Paratroop Drop,B,5,-6.0
Confederacy,Paratroop Drop,M,4,15.0
Union,Paratroop Drop,E,5,-4.0
Confederacy,Paratroop Drop,M,4,15.0
Union,Paratroop Drop,L,5,-5.0
Confederacy,Paratroop Drop,M,4,15.0
Union,Paratroop Drop,G,3,-20.0
Confederacy,Paratroop Drop,N,2,-4.0
Union,Paratroop Drop,L,3,Infinity
Confederacy,Force March,A,4,-Infinity
Union,Force March,M,5,52.0
Confederacy,Force March,A,4,52.0
Union,Paratroop Drop,B,5,-4.0
Confederacy,Force March,A,4,52.0
Union,Paratroop Drop,E,5,-2.0
Confederacy,Force March,A,4,52.0
Union,Paratroop Drop,G,5,0.0
Confederacy,Force March,A,4,52.0
Union,Paratroop Drop,M,5,0.0
Confederacy,Force March,A,4,52.0
Union,Paratroop Drop,L,3,52.0
Confederacy,Force March,B,4,-Infinity
Union,Force March,M,5,51.0
Confederacy,Force March,B,4,51.0
Union,Paratroop Drop,A,5,-6.0
Confederacy,Force March,B,4,51.0
Union,Paratroop Drop,E,5,-3.0
Confederacy,Force March,B,4,51.0
Union,Paratroop Drop,G,5,-1.0
Confederacy,Force March,B,4,51.0
Union,Paratroop Drop,M,5,-1.0
Confederacy,Force March,B,4,51.0
Union,Paratroop Drop,L,3,51.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,M,5,49.0
Confederacy,Force March,E,4,49.0
Union,Paratroop Drop,A,5,-8.0
Confederacy,Force March,E,4,49.0
Union,Paratroop Drop,B,5,-7.0
Confederacy,Force March,E,4,49.0
Union,Paratroop Drop,G,5,-3.0
Confederacy,Force March,E,4,49.0
Union,Paratroop Drop,M,5,-3.0
Confederacy,Force March,E,4,49.0
Union,Paratroop Drop,L,3,49.0
Confederacy,Force March,M,4,-Infinity
Union,Paratroop Drop,A,5,-24.0
Confederacy,Force March,M,4,-24.0
Union,Paratroop Drop,B,5,-23.0
Confederacy,Force March,M,4,-23.0
Union,Paratroop Drop,E,5,-21.0
Confederacy,Force March,M,4,-21.0
Union,Paratroop Drop,G,5,-19.0
Confederacy,Force March,M,4,-19.0
Union,Paratroop Drop,L,3,-19.0
Confederacy,Paratroop Drop,A,4,-Infinity
Union,Force March,M,5,52.0
Confederacy,Paratroop Drop,A,4,52.0
Union,Paratroop Drop,B,5,-4.0
Confederacy,Paratroop Drop,A,4,52.0
Union,Paratroop Drop,E,5,-2.0
Confederacy,Paratroop Drop,A,4,52.0
Union,Paratroop Drop,G,5,0.0
Confederacy,Paratroop Drop,A,4,52.0
Union,Paratroop Drop,M,5,0.0
Confederacy,Paratroop Drop,A,4,52.0
Union,Paratroop Drop,L,3,-19.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,M,5,51.0
Confederacy,Paratroop Drop,B,4,51.0
Union,Paratroop Drop,A,5,-6.0
Confederacy,Paratroop Drop,B,4,51.0
Union,Paratroop Drop,E,5,-3.0
Confederacy,Paratroop Drop,B,4,51.0
Union,Paratroop Drop,G,5,-1.0
Confederacy,Paratroop Drop,B,4,51.0
Union,Paratroop Drop,M,5,-1.0
Confederacy,Paratroop Drop,B,4,51.0
Union,Paratroop Drop,L,3,-19.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,M,5,49.0
Confederacy,Paratroop Drop,E,4,49.0
Union,Paratroop Drop,A,5,-8.0
Confederacy,Paratroop Drop,E,4,49.0
Union,Paratroop Drop,B,5,-7.0
Confederacy,Paratroop Drop,E,4,49.0
Union,Paratroop Drop,G,5,-3.0
Confederacy,Paratroop Drop,E,4,49.0
Union,Paratroop Drop,M,5,-3.0
Confederacy,Paratroop Drop,E,4,49.0
Union,Paratroop Drop,L,3,-19.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,M,5,47.0
Confederacy,Paratroop Drop,G,4,47.0
Union,Paratroop Drop,A,5,-10.0
Confederacy,Paratroop Drop,G,4,47.0
Union,Paratroop Drop,B,5,-9.0
Confederacy,Paratroop Drop,G,4,47.0
Union,Paratroop Drop,E,5,-7.0
Confederacy,Paratroop Drop,G,4,47.0
Union,Paratroop Drop,M,5,-5.0
Confederacy,Paratroop Drop,G,4,47.0
Union,Paratroop Drop,L,3,-19.0
Confederacy,Paratroop Drop,M,4,-Infinity
Union,Paratroop Drop,A,5,-10.0
Confederacy,Paratroop Drop,M,4,-10.0
Union,Paratroop Drop,B,5,-9.0
Confederacy,Paratroop Drop,M,4,-9.0
Union,Paratroop Drop,E,5,-7.0
Confederacy,Paratroop Drop,M,4,-7.0
Union,Paratroop Drop,G,5,-5.0
Confederacy,Paratroop Drop,M,4,-5.0
Union,Paratroop Drop,L,3,-19.0
Confederacy,Paratroop Drop,N,2,-4.0
Union,Paratroop Drop,M,3,Infinity
Confederacy,Force March,A,4,-Infinity
Union,Force March,L,5,0.0
Confederacy,Force March,A,4,0.0
Union,Paratroop Drop,B,5,-1.0
Confederacy,Force March,A,4,0.0
Union,Paratroop Drop,E,5,1.0
Confederacy,Force March,A,4,1.0
Union,Paratroop Drop,G,5,3.0
Confederacy,Force March,A,4,3.0
Union,Paratroop Drop,L,5,0.0
Confederacy,Force March,A,4,3.0
Union,Paratroop Drop,M,3,3.0
Confederacy,Force March,B,4,-Infinity
Union,Force March,L,5,-1.0
Confederacy,Force March,B,4,-1.0
Union,Paratroop Drop,A,5,-3.0
Confederacy,Force March,B,4,-1.0
Union,Paratroop Drop,E,5,0.0
Confederacy,Force March,B,4,0.0
Union,Paratroop Drop,G,5,2.0
Confederacy,Force March,B,4,2.0
Union,Paratroop Drop,L,5,-1.0
Confederacy,Force March,B,4,2.0
Union,Paratroop Drop,M,3,2.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,-3.0
Confederacy,Force March,E,4,-3.0
Union,Paratroop Drop,A,5,-5.0
Confederacy,Force March,E,4,-3.0
Union,Paratroop Drop,B,5,-4.0
Confederacy,Force March,E,4,-3.0
Union,Paratroop Drop,G,5,0.0
Confederacy,Force March,E,4,0.0
Union,Paratroop Drop,L,5,-3.0
Confederacy,Force March,E,4,0.0
Union,Paratroop Drop,M,3,0.0
Confederacy,Paratroop Drop,A,4,-Infinity
Union,Force March,L,5,0.0
Confederacy,Paratroop Drop,A,4,0.0
Union,Paratroop Drop,B,5,-1.0
Confederacy,Paratroop Drop,A,4,0.0
Union,Paratroop Drop,E,5,1.0
Confederacy,Paratroop Drop,A,4,1.0
Union,Paratroop Drop,G,5,3.0
Confederacy,Paratroop Drop,A,4,3.0
Union,Paratroop Drop,L,5,0.0
Confederacy,Paratroop Drop,A,4,3.0
Union,Paratroop Drop,M,3,0.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,L,5,-1.0
Confederacy,Paratroop Drop,B,4,-1.0
Union,Paratroop Drop,A,5,-3.0
Confederacy,Paratroop Drop,B,4,-1.0
Union,Paratroop Drop,E,5,0.0
Confederacy,Paratroop Drop,B,4,0.0
Union,Paratroop Drop,G,5,2.0
Confederacy,Paratroop Drop,B,4,2.0
Union,Paratroop Drop,L,5,-1.0
Confederacy,Paratroop Drop,B,4,2.0
Union,Paratroop Drop,M,3,0.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,L,5,-3.0
Confederacy,Paratroop Drop,E,4,-3.0
Union,Paratroop Drop,A,5,-5.0
Confederacy,Paratroop Drop,E,4,-3.0
Union,Paratroop Drop,B,5,-4.0
Confederacy,Paratroop Drop,E,4,-3.0
Union,Paratroop Drop,G,5,0.0
Confederacy,Paratroop Drop,E,4,0.0
Union,Paratroop Drop,L,5,-3.0
Confederacy,Paratroop Drop,E,4,0.0
Union,Paratroop Drop,M,3,0.0
Confederacy,Paratroop Drop,G,4,-Infinity
Union,Force March,L,5,-5.0
Confederacy,Paratroop Drop,G,4,-5.0
Union,Paratroop Drop,A,5,-7.0
Confederacy,Paratroop Drop,G,4,-5.0
Union,Paratroop Drop,B,5,-6.0
Confederacy,Paratroop Drop,G,4,-5.0
Union,Paratroop Drop,E,5,-4.0
Confederacy,Paratroop Drop,G,4,-4.0
Union,Paratroop Drop,L,5,-5.0
Confederacy,Paratroop Drop,G,4,-4.0
Union,Paratroop Drop,M,3,-4.0
Confederacy,Paratroop Drop,L,4,-Infinity
Union,Paratroop Drop,A,5,-4.0
Confederacy,Paratroop Drop,L,4,-4.0
Union,Paratroop Drop,B,5,-3.0
Confederacy,Paratroop Drop,L,4,-3.0
Union,Paratroop Drop,E,5,-1.0
Confederacy,Paratroop Drop,L,4,-1.0
Union,Paratroop Drop,G,5,1.0
Confederacy,Paratroop Drop,L,4,1.0
Union,Paratroop Drop,M,3,-4.0
Confederacy,Paratroop Drop,N,2,-4.0
Union,Force March,H,1,-4.0
N/A,N/A,N/A,0,-4.0
Union,Force March,N,1,Infinity
Confederacy,Force March,A,2,-Infinity
Union,Force March,H,3,Infinity
Confederacy,Force March,B,4,-Infinity
Union,Force March,L,5,36.0
Confederacy,Force March,B,4,36.0
Union,Force March,M,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,E,5,37.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,G,5,39.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,L,5,36.0
Confederacy,Force March,B,4,39.0
Union,Paratroop Drop,M,5,39.0
Confederacy,Force March,B,4,39.0
Union,Force March,H,3,39.0
Confederacy,Force March,E,4,-Infinity
Union,Force March,L,5,34.0
Confederacy,Force March,E,4,34.0
Union,Force March,M,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,B,5,33.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,G,5,37.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,L,5,34.0
Confederacy,Force March,E,4,37.0
Union,Paratroop Drop,M,5,37.0
Confederacy,Force March,E,4,37.0
Union,Force March,H,3,37.0
Confederacy,Paratroop Drop,B,4,-Infinity
Union,Force March,L,5,36.0
Confederacy,Paratroop Drop,B,4,36.0
Union,Force March,M,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,E,5,37.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,G,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,L,5,36.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Paratroop Drop,M,5,39.0
Confederacy,Paratroop Drop,B,4,39.0
Union,Force March,H,3,37.0
Confederacy,Paratroop Drop,E,4,-Infinity
Union,Force March,L,5,34.0
Confederacy,Paratroop Drop,E,4,34.0
Union,Force March,M,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,B,5,33.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,G,5,37.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,L,5,34.0
Confederacy,Paratroop Drop,E,4,37.0
Union,Paratroop Drop,M,5,37.0
